text,key,ta_a1,ta_a2,ta_a3,ta_a4,ta_a5,ta_a6
பிறந்த நாளும் அதுவுமா ஏதாவது வாழ்த்தி தொலைவோம்னு அவா போடுற போஸ்டை எல்லாம் நம்பி எனக்கு friendship request  அனுப்பாதேள்,question_1,,0.0,,,,
"பிளாஸ்டிக் குடம் ,  பேக்ரவுண்டில் சோக  வயலின் …. பொட்டல்காடு … இழவு வீட்டு ஒப்பாரி …    ஊடக அக்கறை யம் … தண்ணீர் அளப்பரையும்",question_1,,,,,0.0,
பீன்ஸ்  1 கிலோ - 290 ரூபாய் கேரட்    1 கிலோ-  190 ரூபாய் கத்தரிக்காய் 1 கிலோ - 100 ரூபாய்   இதுக்கு தா நா டெய்லியும் தயிர் சாதமும் உருளைக்கிழங்கு fry'ம் செஞ்சுக்கறது.,question_1,,,,,0.0,
புகார் கொடுதவரில் நானும் ஒருவன் என்பதில் பெருமையே  ,question_1,,,,,0.0,
"புடவையில் பார்க்க அழகாக குடும்ப குத்து விளக்கு போன்று இருக்கிறாள், ஆனால் இவள் செய்யும் காம லீலைகளை பாருங்கள். எப்படி புடவையை கயட்டி இரு முலையை ஜாக்கிடில் காண்பிக்கிறாள் என்பதை பாருங்கள்.32 வயது வீட்டு மனைவி தனது கள்ள காதலனுக்கு முலை மற்றும் புண்டையை ந...  ",question_1,,1.0,,,,
புண்ட டேய் <handle replaced>ஒழுங்கா அடுத்த மேட்ச்சு யங் ப்ளேயர்ச எடு...  எக்ஸ்பீரியன்சுல புழுத்தி தோக்குறதுக்கு நாலு பசங்க திறமைய காட்டி தோத்து போகலாம்....,question_1,,,1.0,,,
புண்ட மவனே அவன் உதய ட்ரோல் பண்ணா திரும்ப அவன் எந்த கட்சியோ அந்த கட்சி தலைவன பேசுடா..ஊம்பவா தல பத்தி பேசுற தாயொலி,question_1,,,,,1.0,
புண்டை <handle replaced>😞,question_1,,,1.0,,,
"புண்டை அரிப்பு தாங்க முடியாமல், முன்னாள் காதலனை விட்டு ஓக்க சொல்லி இருக்கிறாள் போல இருக்கு   #Kaamam",question_1,,,,,1.0,
புண்டை அறிப்பு இருக்கவ மட்டும் dm வா 😐😐😐😐😐😐😐,question_1,,,1.0,,,
புண்டை கோட்டை புண்ட ஜடை வயசு புண்டையை அறிந்தால் புண்டைகளம் புண்டையெல்லாம் உன் வாசம் புண்டைசன் புண்டைகாசம் புண்டைகாத்தா புண்டை தாலாட்ட வருவாளா  புண்டை கொண்டேன் புண்டை கொண்டேன்,question_1,,1.0,,,,
புண்டை மாதிரி இருக்கு டா நெட்வர்க் ங்கோத்தா🔞 வோடஃபோன் லவடா,question_1,,0.0,,,,
புண்டை ய மூடு  கூட போட்டோ எடுத்தா பகுமான புழுத்தியா பேசுவனு தெரிஞ்சா உன்ன போட்டோ எடுக்க வே விட்ருக்கமாட்டாரு,question_1,,,,0.0,,
புதுச்சேரில காங்கிரஸ புதைச்ச இடதுக்கு பால் ஊத்திட்டு வாங்க. கல்லு உப்பும் தையிர் பச்சடியும் சமாதி மேல வைங்க..,question_1,,,,,0.0,
புத்தாண்டை முன்னிட்டு கருணாநிதி சமாதியில் சுடலையார் குடும்பத்தினருடன் ஆஜர்   இன்னைக்கு சமாதியில் பகுத்தறிவு படையல் தயிர்வடையில்லையாம்  கேக்காம்,question_1,0.0,,,,,
"புயல் அடிக்கிற அன்னைக்கு  வெளில 1மணிநேரம்  நின்னு பாத்துட்டு   வந்து  பேசுங்க கல்லு!  கைலி கசங்காம. வீட்டுக்குள்ள.. தூங்கிட்டு  கருத்துனு  என்னத்தையாட்டும்  உளறிக்கிட்டு,",question_1,,,,,0.0,
"புரட்சி மோடடு... எமோஷனல் மோடு... ங்கோத்தா,Shoeத்த மூடு🤗",question_1,,,,0.0,,
புரட்சியாளர் புண்டமவனுகள முதல ஓத்துவிடுங்கடா அதுக்கு அப்புறம் அந்த புண்ட தானா அடங்கிடுவா..,question_1,,,1.0,,,
"புரட்டாசியில ஆடு, கோழி எல்லாம் வீதியில துள்ளி விளையாடும்...மக்கள் அசைவம் தவிர்க்க என்ன காரணம்? | Purattasi matham",question_1,,,0.0,,,
"புருஷனுக்கு காபி போட்டு குடுக்குறதையே பெண்ணடிமைத்தனம்னு பொங்குன சொரியான் பேத்திகளை, குத்த வெச்சு கோலம் போடவெச்சோம் பாரு.... #பெரியாராவது_மயிராவது",question_1,,1.0,,,,
புள்ளயாரே புள்ளயாரே உடைக்கட்டுமா தேங்கா தேங்கா தேங்கா திருத்தணி தேங்கா பொன்னுமணி கண்ணுமணி பரிக்கட்டுமா மாங்கா மாங்கா மாங்கா மதனப்பள்ளி மாங்கா  Movie :- #SendhooraPandi  Starring :- Thalapathy Vijay &amp; Vijay Kant  Music :- Deva  #Master #Beast <handle replaced>,question_1,,,0.0,,,
புவனேஷ் அவனைலாம் எதுக்குடா டீம் ல எடுத்தீங்க கோத்தா 😭,question_1,,,1.0,,,
"பூல்,சிதி,சூத்து ஓட்டை இதையெல்லாம் முருகன் சித்த வைத்தியத்தால் காத்தானேயன்றி வேறு மருத்துவத்தால் இல்லை.",question_1,,,,0.0,,
பெட் சீட் விக்க வந்த பீஹாரி ந்யே இவன் தேசிய கொடியை எப்படி மதிப்பானு இந்திய ஜனங்களுக்கு தெரியும்டா......   அளவா ஊம்பு.... சூத்து பின்னாடி வரபோகுது....,question_1,,,1.0,,,
பெண்ணுடல் வேண்டுமென்றால் நேரடியாக கேளுங்கள்  - ட்ரெண்டிங்   ஆமாம் தோழர் தோழர்னு புரட்சி பொங்கல் வைச்சுகிட்டே நைசா  தோள்  மேல கை  போடாதே முகிலன்களை போல  தோழர் குரூப்ஸ்  BE CAREFULL,question_1,,0.0,,,,
"பெண்ணை பகிர்ந்துக்  கொள்வதில் புதிய தலைமுறை டிவி பச்சைமுத்துவுக்கும் அவர் மகனுக்கும் இடையே மோதல் ,விளக்கு புடிக்கிற கிராக்கிகளான கார்த்திகை செல்வன் மற்றும் கிறிஸ்துவ நக்சல் மனோஜ் போன்றவர்களுக்கு அதனால் தான் பிரச்னை என்று செய்தி போடும் காலமும் வரும் ,வரலைன்னா என்னை கேள்வி கேளுங்க",question_1,,1.0,,,,
பெண்ணோடு பெண் புணரும் லெஸ்பியன் ஒரு சுக அனுபவம். அதை சொல்லி புரிய வைக்க முடியாது. பள்ளி கல்லூரியில் அந்த சுகத்தை அனுபவித்து இப்போது திருமணம் ஆகி பிள்ளைகளை பெற்றுவிட்டாலும் நான் வேலை பார்த்த கல்லூரியில் மனசுக்கு பிடித்த பெண்களை வீட்டிற்கு அழைத்து அவர்க...  ,question_1,,,0.0,,,
பெண்மை பெருக்கினால் உண்டான காம நீரி கசிந்து கொண்டிருக்கும் வேளையில் இவளது புண்டை கிழிய உள்ளே சொருகி விடும் சூடான உடலுறவு அனுபவத்தைப் பாருங்கள். கீழே விட்டு இவளது கூதி கிழிக்கும் தருணத்தில் மூடு உச்சத்திற்குச் சென்று எப்படி இவள் காமம் பேருக்கு ஏறிக் கத...  ,question_1,0.0,,,,,
பெயர் : கவிதா வயது : 38 எடை : 57கிலோ நிறம் : கருப்பு  #லெஸ்பியன் புடிக்கும்*💋  #போட்டோ  #நம்பர் தரமாட்டேன்....😍,question_1,,,1.0,,,
பெரம்பூர் வெற்றி வேட்பாளர் அண்ணன் பி.வெற்றிவேல் வேட்பு மனு ஏற்பு,question_1,,,0.0,,,
பெரிய மாங்கா அவர்களே எம்.பி சீட்டு ஜெயிச்சா மட்டும் பத்தாது அதுக்காக பார்லிமெண்ட பெயருக்காகவாது எட்டி பாக்கனும். முதல்ல மகன அதான் சின்ன மாங்காவ தலையில அடிச்சு பார்லிமெண்டுல விட்டுட்டு வாங்க. #அன்புமணி_பார்லிமெண்டுக்கு_செல்லவும்,question_1,,,,0.0,,
பெரியாரிசம் என்கிற பெயரில் அந்த நாய்கள் செய்கிற அசிங்கங்களை எல்லாம் நான்  இங்கு பகிர விரும்பவில்லை …. கட்சி மாச்சரியங்களை தூர வைத்துவிட்டு    யோசியுங்கள் . இது என்ன அயோக்கியத்தனம் ? இதையெல்லாம் எப்படி நாம்...  ,question_1,,0.0,,,,
பெரியாருக்கு காவி கலர் டிரஸ்ஸும் விபூதியும் வச்சு டிஎல்ல ஒரு ஃபோட்டோ. அட லூசு சங்கிங்களா..😂😂,question_1,,,,,0.0,
"பெரியாரை யாரோட காம்பேர் பண்ணுறது என்று ஒரு விவஸ்தை இல்லையா?? ஆர்எஸ்எஸும், ஐஎஸ்ஐஎஸ் எல்லாம் இயக்கம்தான் 🤦🤦🤦 எத்தனை இயக்கம் வந்தாலும் போராட்டம் நடத்தினாலும் ஓட்டு அரசியல்,அரசியல் வெற்றி, அரசியல் அதிகாரத்தின் மூலமாகவே அதை செயல்படுத்த முடியும். #அத்தை",question_1,,0.0,,,,
பெரியார் ஒரு பொம்பள பொறுக்கி ஜாதி ஒழிப்ப அந்தாளு கையில் எடுத்ததற்கு காரணமே எல்லா ஜாதிலயும் கை நனைக்கத்தான் .... #பெரியாராவது_மயிராவது  #திருட்டுதிராவிடம்,question_1,,1.0,,,,
பெரியார் படத்தில் ஒரு காட்சி. பெரியாருக்கும் மணியம்மைக்கும் ஒருத்தர் வீட்டுல விருந்து. அங்க சாப்பிடும்போது மாட்டுத்தொழுவ வாசனை வரும்.அந்த வாசம் பிடிக்காததால  மணியம்மை சாப்பிட மாட்டாங்க.பெரியார் அவரை அதட்டி அடிச்சு சாப்பிட சொல்வார். பெரியாரா அடிச்சார்னு அதிர்ச்சியா இருந்தது.,question_1,0.0,,,,,
பெரியார் பற்றி அவதூராக பேசியதற்கு ரஜினிகாந்த் உரிய விலை கொடுப்பார் - வீரமணி  டேய் நாறமணி டோமரு மணியம்மையை கரெக்ட் பண்ணி மணியம்மை ட்ரெஸ்ட் மொத்தத்தையும் ஆட்டய போட்ட நாய் நீ என் தலைவனை பத்தி வாய் பேசலாமாடா  #பெரியாராவது_மயிராவது  #வீரமணியாவது_ஊம்பிமணியாவது  #சுடலையாவது_சுன்னியாவது,question_1,,,,0.0,,
"பெரியார், அம்பேத்கர் சிலைகள உடைச்சா அவங்க கருத்த எதிர்க்க முடியாமதான் அந்த மாதிரி சிலைய உடைக்கிறோமாம்  அப்போ பெரியார் விநாயகர் சிலைய உடைச்சது இந்துத்துவத்த ஒன்னும் செய்ய முடியாதுங்கர வயித்தெரிச்சல தானே?😂  #பெரியாராவது_மயிராவது",question_1,,0.0,,,,
பெருசா இப்படியே ஊம்பு நல்லாருக்கு 😁😁😁. ரப்பர் குஞ்சுனு பேண்ட் பேண்டா அவுத்து தேடிப்பாரு. இந்த பேச்சு புண்டைக்கு தான் விஜய் வாங்குறான் போய் ஜெய் ஆகாஷிக்கு விளக்கு பிடிடா #Valimai #வரிஏய்ப்புவிஜய்,question_1,1.0,,,,,
பெற்றோர் கொலை மிரட்டல்! இளம் லெஸ்பியன் ஜோடிக்கு 24 மணி நேரமும் போலீஸ் பாதுகாப்பு!  ,question_1,,,0.0,,,
பேக் ஐடி கூதிகளா அனத்துற புண்டைய அளவா ஊம்புங்கடா கிறுக்கு தாயோளிகளா ச்சை   இங்க என்ன பெஸ்ட் ஊம்புற அவார்டா தராங்க இந்த ஊம்பு ஊம்புறீங்க   பொண்ணுகளே அசால்டா தான்டா டீல் பண்றாளுக ஓவர் விஜய் ஆக்ட் தராதீங்கடா சகிக்கல ச்சை,question_1,,,1.0,,,
பேசதெரியாம பேசி சூத்தடி வாங்கிட்டு உருட்ட பாறேன் ☺️☺️☺️,question_1,0.0,,,,,
பேசாம எங்கனா கல்லு உடைக்க போலாம்ன்னு இருக்கு.,question_1,,,0.0,,,
பேசாம நாம் தமிழர் பாசறை ஆகிடலாமான்னு இருக்கேன். என்னைத் தத்தெடுத்துக்கங்களேன்.   ஆமைக்கறி வேணாம். அகத்திக்கீரை போதும்.  விஜயலட்சுமி வேணாம். விசித்திரா போதும். இசுசு வேணாம். இன்னோவா போதும்.  ஆவான செய்கா.  பிகு: ஸ்பெல்லிங் மிஸ்டேக்லாம் விட்டு எழுதுவேன். அண்ணன் சாமான் வாழ்க. வாளர்க.,question_1,,0.0,,,,
பேசாமல் மண்ட வெள்ளத்தை போட்டு பாயாசம் வைச்சுடு..🙈😂😂,question_1,,,,,0.0,
பேசாமா கவர்மெண்ட் ஸ்கூல் எல்லாம் மூடீடுங்க .. ப்ரைவேட்ல ஜட்டி வரைலும் புடுங்குனாத்தான் புத்தி புண்ட வரும் .. வந்துட்டாலுக வாய் புண்டைய தூக்கிட்டு ...,question_1,,,,,1.0,
பேசுனா பேசுலாம் இந்த திசை திருப்பி தேவ்டியா மவனுங்க கிட்ட பேச விருப்பம் இல்லை   தமிழ்நாட்டிலையே எவனுக்கும் தெரியாது எதுக்கு வம்பு,question_1,,,,0.0,,
பேப்புண்டை நீ பாத்த  ஒம்மால ஓக்க ஓரமா போ... சுன்னி புண்டை சால்ணா,question_1,,,,0.0,,
பேமிலி அப்யூஸ் பண்ணிட்டு இருக்காங்க அப்புறம் ஜோதிகா ஓத்த எவனும் வந்து கேட்க கூடாது உத்தம கூதி மாதிரி...,question_1,,,,,1.0,
"பேரணி அன்று கலவரத்தைத் தடுக்க முனைந்த தமிழக அரசாலும் , காவல் துறையாலும் தடுக்க முடியாத ஒன்று இதுதான் .  காரணம் 'நமக்கு நாமே'   செய்தி இதுதான் .....  ""தி.மு.க., நடத்திய பேரணியில் சுப.வீரபாண்டியனின் மணி பர்ஸ்...  ",question_1,,,,0.0,,
பைக்ல போகும் போது முன்னாடி போன பைக்காரனை தெரியாம இடிச்சிட்டேன் .. இறங்கி போய் சாரி கேக்கலாம்னு போனா பைக் முன்னாடி ரஜினி போட்டோ ஒட்டியிருந்தது. ஏன்டா மென்டல் புண்டை பாத்து வரமாட்டியாடானு மூஞ்சில நாலு குத்து குத்திட்டு வந்துட்டேன்,question_1,0.0,,,,,
பைத்திய கார கூதி கண்ணுக்கு எல்லாத்தையும் பாக்க பைத்தியகார கூதியா தான் தெரியும் டா பைத்திய கார கூதி,question_1,,0.0,,,,
பைத்திய கார புண்டை ஓடுடா பால்வாடி 💦💦😁,question_1,,,,,1.0,
பைத்தியகார புண்ட 6 ஓவர் பேச வச்சி கிட்டு கரனுக்கு பவுலிங் பேப் புண்ட..இதுல ஓட்ட விழுந்திடுச்சி ஊம்பு வந்திச்சுனு ஆளு புண்டைகள பாரு,question_1,,0.0,,,,
பைத்தியகாரனுங்க கூடும் இடமா  டிவிட்டர் மாறிட்டு வருது ஒரு லூசு கூதி உலகத்துலயே இவன் மட்டும் தான் மருத்துவம் படிச்ச மாதிரியும் மத்தவன்லாம் டெட்பாடி இத புடிச்சி ஊம்புற மாதிரி அனத்திட்டு இருக்கான்,question_1,1.0,,,,,
பைத்தியக்கார கூதி சம்மந்தமே இல்லாம போட்டோவ மார்ப் பண்ணி எடுத்துட்டு வந்து ஊம்பிட்டு இருக்கான்,question_1,1.0,,,,,
பைத்தியம் ஆயிட்டான் போல... சல்லி தாயோளி..,question_1,,0.0,,,,
பொங்கலுக்கு வெப்பாங்க கரும்பு....😻  விஜய் பான்ஸ் எல்லாம் வந்து ஊம்பு...😅   #தமிழினதலஅஜித்,question_1,,,,,1.0,
பொங்கல்  நெய்   போட்டா  ஆரிய பொங்கல்    வெறுமனே  பொங்கினா  அது  திராவிட  பொங்கல்,question_1,,,,0.0,,
பொடாங் கோத்தா,question_1,,,,,1.0,
பொட்ட பசங்க டா அவனுங்க.. தெரு தாயோளி புண்ட மொவனுங்க 💦💦..  தேவிடியா பசங்க 💦💦... மச்சா அவனுங்க நம்ப அடிமைங்க டா ..  #தமிழினதலஅஜித்,question_1,,,1.0,,,
பொட்ட புண்ட மாதிரி அடி தாங்க முடியாம  ரிப்போர்ட் அடிச்சிட்டு வசன புண்ட வேற... தற்குறி புண்ட... சரியான மலுமட்ட புண்டயா இருப்பான் போல... கேன புண்ட...,question_1,1.0,,,,,
பொட்டக் கோழி அலகுல என்னக் கொத்தி அலயுற விட்டாக் கொஞ்சம் பொழைக்கிறேன் விடுடி முட்ட ஓட்டு மனசுல கண்ண தூக்கி எறியுற திட்டா எட்டி செதறுறேன் எறலி....😍😍😍  #காதலிசம்,question_1,,0.0,,,,
பொட்டை  #FraudMaridhas,question_1,,,1.0,,,
"பொட்டை ஆமை , புலி டைம்ல எல்லாருமே தான் டுரோல் பன்னானுங்க அப்புடியே பெரிய புலுத்தி மாதிரி பேசுரது த்தா",question_1,,,,,1.0,
பொட்டை கனகச்சிதமா வெச்சிருக்கானுக.. 😯😯😂😂   ,question_1,1.0,,,,,
பொட்டை தனம் என்பது யாதெனில் எதிர்த்து போரட முடியாம ரிப்போர்ட் அடிச்சி ஐடிய தூக்குறது.. ஆனா என்னமோ போங்கடா அணிலுகள 😂,question_1,,1.0,,,,
பொட்டை நாய் நீ தான் எல்லா படத்தையும் ஓட வைக்கிரியா  ,question_1,,,,0.0,,
"பொட்டை நாய் பிரபா மனைவியவே கடத்திக்கொண்டாந்து கடடிக்கிட்டான்.. உமா மகேஸ்வரன்-ஊர்மிளாவுக்கு பொங்கி எழுந்து கொலை பண்ணத் துடித்தான் ஆனால் இவன் மட்டும் அரிப்பெடுத்ததும் கல்யாணம் கட்டிக்கிட்டான்.. இதுக்குலாம் முட்டுக் குடுப்பானுக அகதிக, மூடிட்டு போய் சிங்கள இனவெறியை பத்தி பேசுங்கடா..",question_1,,,,0.0,,
பொட்டை பசங்க எந்த மூஞ்சி ஆஹ் வச்சிட்டு இன்னும் சுத்திட்டு இருக்கானுங்க...😂  12Hrs ல ஒரு மயிரும் புடுங்க முடியல...! இதுல இந்த தேவிடியா பசங்களுக்கு 24Hrs Time வேணும் ஆஹ் ...?  இன்னும் Do RT னு பிச்சை எடுத்துட்டு இருக்குங்க😆  #FootLickerVijayFans #Valimai,question_1,,,,0.0,,
பொட்டை விஜய்   #HBDDearestThalaAJITH,question_1,,,0.0,,,
பொட்டைக்கு பிறந்த பொட்ட விசய் ரசிகனே ஊம்பு 🤣   #பயமறியா_தலரசிகர்கள்,question_1,,1.0,,,,
பொட்டைக்கு பொறந்த பொட்டை நீ ஆட்சியாளர் கிட்ட இருக்கிற பாடு உன் அதிகாராத்தை பயன்படுத்தி மூளை இல்லா மூளை பத்திரம் எடுத்குக்கவேன்டியதுதானே..,question_1,,,,0.0,,
பொண்டுகத்தாயோளி எச்ச பொறுக்கி பொண்டுகசட்டி தூமைய குடிச்ச பாடு சோம் சேகர் பொண்டுகன்  நிஷா பாக்க கறுப்பா இருக்கானு தான இதை செய்ய துனிஞ்ச?  வேற வெள்ள தோல் காரிகளை இதை செய்ய வச்சிருப்பியாடா ஊம்பி தாயோளி  இதுல அவ துப்ப துப்ப ரசிக்க வேற செய்றான் தெருத்தாயோளி மகன்,question_1,,1.0,1.0,1.0,,0.0
பொண்ணுங்க ID' னா மட்டும்  ஆமைங்க 🐢 வான்டேடா வந்து அடி வாங்குவானுங்க அரவாணி கைஸ் 😂 #MasterPongal,question_1,,,,1.0,,
பொண்ணுங்க கூட சகவாசம் வச்சிக்கிட்டா நம்ம சுதந்திரம் பரிபோகுது இங்க உருப்படியா ஊம்பு னு கூட டுவிட் பண்ண யோசிக்க வேண்டியதா இருக்கு,question_1,,1.0,,,,
பொது தொகுதிக்கெல்லாம் நீங்க ஆச படகூடாது..  - சமூக நீதி காமுகன் <handle replaced>  #HBDFatherOfCorruption #HBDFatherOfScientificCorruption #திருட்டுப்பயகருணாநிதி #பெரியாராவது_மயிராவது,question_1,,,,,0.0,
பொதுச் சொத்து சேதப் படுத்துவது தவறுதான்  ஆனால் இதுபோன்ற நிகழ்வுகளுக்கு மூல காரணம் என்ன? யார் துவங்கி வைத்தது?,question_1,,,0.0,,,
பொதுவா சொந்தக் கட்சி ஊடக ஆபீஸா இருந்தா கொளுத்திட்டுதானே 3 பேரைக் காலி பண்ணுவீங்க ஊப்பீஸ்?,question_1,,,,0.0,,
பொதுவாழ்க்கை என்று வந்தவுடனே  எல்லா விதமான விமர்சனங்களும் வரத்தான் செய்திடும் என்பதை உணராதவரா ராகவா லாரன்ஸ் ? இதற்கெல்லாம் மனா உளைச்சலென்றால்  எப்படி ? முதலில் ஒரு கருத்தை மேடையில் முன்வைக்கும் முன்னர் நிறைய...  ,question_1,,0.0,,,,
பொன்ஸ் ஐஸ்வர்யாவை கையை புடிச்சு கூட்டிகிட்டு போய் தண்ணியில தள்ளிவிட்டுருக்கனுமாம்   அவளை என்ன பொண்ணு பாக்கவா கூப்புட்டு போறாங்க கையை புடிச்சு கூப்பிட்டா பின்னாடியே வர 😂😂😂  #BiggBossTamil2  #BiggBossTamil,question_1,,,,1.0,,
பொம்பள space ல உக்காந்துட்டு பொட்டப்பசங்க ங்குராணுக 😂😂😂 கோத்தா யார்ரா நீங்க...  ,question_1,,,,,1.0,
பொம்பள பொருக்கி &amp; ஆம்பள பொருக்கி ..😂,question_1,,,1.0,,,
"பொம்பள பொருக்கி நாய் சீமான், விஜயலக்ஷ்மி செருப்பால் அடி வாங்கி வாங்கி அதே நியாபகத்தில் இருக்கான் போல்..பரதேசி பயல் சீமான்..",question_1,,0.0,,,,
பொம்பள பொருக்கி பாதுரியாணிக்கும் கன்னட ராமசாமி நாயக்கருக்கு என்னய்யா சம்பந்தம் ? பாதிரியான் எதுக்கு ஹிந்திய எதிர்க்கறான் ?,question_1,,,,0.0,,
பொம்பளை பொறுக்கி சங்கராச்சாரியார் எனும் கொலைகாரனை சிறையில் அடைத்ததற்காக பழி தீர்க்கிறானாம் குருமூர்த்தி   அம்மாவை கொன்றுவிட்டு சின்னம்மாவை சிறையில் அடைத்துவிட்டு என்னடா வீர வசனம் பேசுற இரண்டு பேரையும் நேர எதிர்க்க திராணியற்ற பொட்டை பயலுகதான் நீங்கள்,question_1,,,,0.0,,
பொய் வேச போலிகளின் மத்தியில் வாழும் உண்மைகள் பாவம்,question_1,0.0,,,,,
பொய்யான தகவல் வெளியிட்டதால் ரஜினியின் ட்விட்டை நீக்கியுள்ளது ட்விட்டர் - ஊப்பீ  அப்போ ‘மு.க.’ ஸ்டாலின்னு போட்டு வெச்சிருக்காரே? கணக்கையேயில்ல நீக்கியிருக்கணும்?,question_1,,,0.0,,,
"பொறுக்கி சங்கருக்கு அவனோட புதுக் கூட்டாளிய கேள்வி கேட்டதும் கோவம் பொத்துக்கிட்டு வருது.   ஏன்னா அன்னைக்கு சுடலைக்கு நடந்த கதைதான் இன்னைக்கு பொறுக்கி சங்கருக்கு நடந்தது.   கல்யாண வீட்ல பொம்பிளைய இடுப்ப கிள்ளுன கேஸ்,...  ",question_1,,,,,0.0,
பொள்ளாச்சி கும்பல் செய்தது என்ன வகையில் காதல்  அண்ணா என்று அழைத்த பெண்ணையும் கற்பழித்த கயவர்களை என்ன சொல்ல அடேய் மாங்கா மடையனுங்களா,question_1,,,,0.0,,
பொழுதன்னைக்கும் அப்டேட் விடுங்க அப்டேட் விடுங்கனு கதறீட்டு இருக்கானுக. ஏன் அவன் அப்டேட் விடலைன்னா உங்களுக்கு சூத்து அடைச்சுக்குமா? கருமாந்தரம் புடுச்ச பரதேசிங்க. உங்க அப்பனாத்தா இவனுக கிட்ட அப்டேட் கேக்கதான் பெத்து விட்டாங்களா?,question_1,,,0.0,,,
போங்க டா லூசு தாயோளி கலா 😤,question_1,,,1.0,,,
போங்கடா டேய் அவளை விட்டா இன்னும் புண்ட கொழுப்பு ஏறி போயிரும்.. !!  Neg- அடிச்சா தான் சரிப்பட்டு வரவா.. !!🚶‍♂️#Master   #PublicityPornStarMeeraMitun,question_1,1.0,,,,,
போங்கடா தேவ்டியா பசங்களா..,question_1,,,,,1.0,
போடா #ங்கோத்தா பாடு.😂😂😂,question_1,,,0.0,,,
போடா உம்பி தாயோளி.,question_1,,,1.0,,,
போடா சாமான் கேசுல சிக்குன வைரமன்!  வாய்ப்புக்கு கெஞ்சுவது ஏமான்,question_1,,,1.0,,,
போடா சில்லறை தாயோளி,question_1,,0.0,,,,
போடா துலுக்க எச்சை கக்கூஸ் ஊம்பி வேசி தாயோளி மகனே தெருநாய் மாமா வளவன் வாயில சுன்னிய நல்லா விட்டு ஆட்டுடா! எச்சை எய்ட்ஸ் தாயோளி மகனே....,question_1,1.0,,,,,
போடா தேவிடியா புண்ட,question_1,,0.0,,,,
போடா லூசு,question_1,,,,,0.0,
போடா லூசு கூதி மாடு மேய்குறவனுக்கு உள்ள அறிவு கூட உன்கிட்ட இல்லடா,question_1,,,1.0,,,
போடா லூசு புண்ட,question_1,0.0,,,,,
போடு ங்கோத்தா 🔥🔥🔥 சிக்சுசு,question_1,,,,,1.0,
போட்டி பார்லி கூட்டத்துக்கு திட்டம் எதிர்க்கட்சியினருக்கு -  ராகுல் அழைப்பு   அவங்க அவங்க வீட்டில இருந்து சொப்பு சாமான் கொண்டு வாங்க.  எல்லாரும் சேர்ந்து கூட்டாஞ்சோறு செஞ்சி விளையாடலாம்.   சூ சூ மாரி...   <handle replaced> <handle replaced>,question_1,0.0,,,,,
போட்டுக் கொண்டு சன்னி ஷியான்னு மாத்தி மாத்தி மசுதில குண்டு வைச்சுக்கறானுங்க... இதுல அடுத்த மதத்தை வேற அழிக்கனுமாம்..  எந்த கடவுள் குண்டு வைச்சா 72 ஐட்டம் சப்ளை பண்ணுவார்?   ஆனா இப்படி தீவிரவாதம் செய்பவர்களை எதிர்த்து ஒரு பத்வா வந்திருக்கா? இதான் நாய்பாய்சின் உண்மை முகம் 4/4,question_1,0.0,1.0,0.0,,,1.0
போட்டோ ஒட்டுனதுக்கே பொங்குறாங்க.. ஆட்டக்காரி அவளே இவளே.. ஊத்தி கொடுத்தவனு பேசும் போது நல்லா இருந்துச்சா.??,question_1,,,1.0,,,
"போண்டா எது வடை எதுன்னு தெரியாமல்,  அதை வச்சி பேச வந்துட்டானுங்க , 2019 தேர்தல் முடிவு ஏழு ஜென்மத்துக்கும் போகாது போல மாங்கா கட்சிக்கு...",question_1,0.0,,,,,
போன சீசன் சூத்தடி வாங்குனது மறந்துட்ட ப்ரோ,question_1,,,1.0,,,
போனி காழ்ல விழுந்தானா😂😂 நீயெல்லாம் யாரு டா முதல🤣 கிறுக்கு கூதி,question_1,,,,0.0,,
"போலீசுக்கும் மற்ற அரசு துறைக்கும் இது சாதாரண 1 மரம், 2 கல்லு காணாம போன கேஸ் தான் ஆனா ஊர்க்காரர்களுக்கு இது தாங்க கும்பிடுற சாமி அப்புறம்  பழமையான மரம்.  இந்த மரத்தை பக்கத்து ஊர்ல இருக்கிற வயசானவங்க கிட்ட கேட்டா கூட தெரியும் இந்த மரத்தை தெரியாத ஆளே இருக்க மாட்டாங்க.",question_1,,,0.0,,,
போல் புண்டைய பாரு ங்கோத்தா கிருக்கு தாயோளி களுக்கு அது சரி பொல்லார்ட் சூத்தடிச்சப்ப அம்மையார் டாவ்னு ஊம்புட்டு மும்பை தோத்தப்ப தோனி சக்கர பானி பூரி வியூகம் னு ஊம்புன கூதியானுக தானே சிஎஸ்கே மலுட்டு கூதியானுக,question_1,,1.0,,,,
"போவதாக அறிவித்து இருக்கின்றன. ஒட்டுமொத்தமாக, இந்தியாவில் 27 நிறுவனங்கள் இயங்குகின்றன. ஆந்திரம், ஒடிசா, ஜார்கண்ட் மாநிலங்களில் தேவைக்குக் கூடுதலாக ஆக்சிஜன் கிடைக்கின்றது.   கடந்த ஆண்டு, இதே காலகட்டத்தில், இதேபோன்ற கொரோனா முற்றுகையின்போது, ஆக்சிஜன் தட்டுப்பாடு எதுவும் இல்லை.",question_1,,,,0.0,,
