text,key,hi_a1,hi_a2,hi_a3,hi_a4,hi_a5
अगर साला संविधान ही हटा लिया जाये तो 100% कचरा साफ़....  और अग्रेजो का 1930 का एक्ट जो भारत का संविधान है उसको हमारे बाबा साहब ने बनाया था  पर कैसे जब वो पहले से बना था ?,question_1,0.0,,,,
अगर हिंदुओं में गद्दार न होते तो आज सनातन पर खुलेआम वार न होते I 😢😢  सही कहा ना ??,question_1,,,0.0,,
"अग़र देश में तरक्की चाहिए तो चौकीदार को गेट पर,साधुओं को जंगल मे,सुअर अंडभक्तों को पागलखाने में. पढ़े लिखे लोगों को संसद में भेजो.  <handle replaced>",question_1,,,,,0.0
अचानक ही सड़को पर भीड़ लगा कर नाचने से कोरोना फैलना बन्द हो गया है  #WBElections2021,question_1,,,0.0,,
अच्छा अभी हालात और बिगड़ने हैं?????? चलो....,question_1,,,,0.0,
"अच्छा बेटा बन जाए या प्यारा पति कहलाए  सास-बहू के झगड़े में घुन बन के वो पिस जाए  मां का लाडला बने अगर,पत्नी आंखें दिखलाए प्यार करे बीवी को तो जोरू का गुलाम कहलाए हालत पतली होती रहती फिर भी वो मुस्काए, अच्छा बेटा बन जाए या प्यारा पति कहलाए",question_1,0.0,,,,
अच्छी नस्ल का भांड़ है। इसकी योग्यता का उपयोग पाकिस्तान के झूठ फैलाने वाले गिरोह के खिलाफ करना चाहिए।,question_1,,,,0.0,
अज़ान एक टट्टी आवाज  #अज़ान_एक_बेहतरीन_आवाज़,question_1,,,,,0.0
"अज़ान भी बंद करवाओ। इलिलिल्हा वाली बात कहना संविधान के विरुद्ध है। क्योंकि अल्ला अकेला पूजनीय नहीं है। हमारे भी भगवान है। उनकी किताब में लिखा है काफिर को मारो और शरिया चलाओ। क्या ये गलत नहीं? मिशनरी को रोको,मुल्लों को रोको,तब माने। हर वक्त मंदिर लूटते हैं।  #Hinduphobic_Judiciary",question_1,,,1.0,,
"अद्भुत, जब मैं भाग्य नगर गया तो <handle replaced>जी के घर इन नन्हें बच्चों ने शिव तांडव स्त्रोत का कंठस्थ पाठ किया  क्या अद्भुत संस्कार",question_1,,,0.0,,
"अनुराग हुए किन्नर अखाड़े में शामिल, बने सतपुत्र, महामंडलेश्वर लक्ष्मीनारायण त्रिपाठी ने कहा-धर्म की राह पर  ""पुनीत अनुराग""  ",question_1,,,,0.0,
अन्य राज्यों में फँसे यूपी के कुछ मजदूरों को वापस लाने की पहल पर उप्र सरकार को साधुवाद। हम लगातार इस मुद्दे पर ज़ोर दे रहे हैं और यह उस दिशा में एक सार्थक कदम है।   इसे पूरी तरह से सफल होने के लिए बाकी मजदूरों के लौटने के लिए भी योजना बनानी जरूरी है।   अगर इसी तरह सकारात्मक.. 1/2,question_1,,,,0.0,
अपनी #नाकामी को वो कुछ यूं उसकी #तारीफ़ कर छुपा गई... 🇮🇳🙏.,question_1,,,0.0,,
अपनी फ्रेंड लिस्ट में 2-4  मोदी विरोधी जरूर रखिये.. क्योंकि जब तक मांगलिक कार्य में हिजड़ा नहीं नाचता तब तक मजा नहीं आता,question_1,,,,0.0,
"अपनी बीबी को 3 तलाक बोलने के बाद मौलवी के साथ सुलाकर ""हलाला"" पवित्र करके दुबारा बीबी बनाने वाले बोलते है ..  .हिन्दू धर्म में अंधविश्वास है !",question_1,,,,0.0,
"अपने जीवन मे इस गुप्ता से बडा बत्तमीज नही देखा.. रोहित जी, इसके मैसेज का उत्तर ना देते तो ठीक था, ऐसी ग़दी मानसिक्ता वाले शोहरत के लिए ऐसा करते है.. गुप्ता के फालोयर से प्रर्थना है कि इसे ब्लाक कर दें",question_1,,,,0.0,
अपने शब्दों पर लगाम रखो... यहाँ... गाँड़ भी फाड़ी जाती है..!,question_1,0.0,,,,
अपमानित और अपशब्द कहने का दुस्साहस दिख रहा है।यह बर्दाश्त से बाहर है। RJD और SP के लोग बसपा के ख़िलाफ़ भीम आर्मी को इस्तेमाल कर  और दोनों के मध्य अंतर्विरोध पैदा कर चमार कौम को विभाजित कर ने की बड़ी साजिश कर रही हैं।...यह सब अपने जीते जी नहीं होने देंगे।,question_1,,,,,1.0
अफगानिस्तां की महिल के हक के लिए रंडी रोना रोने वाले भांड पत्रकारो पहले अपने देश🇮🇳 की महिला को तो हक दिलाओ <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced> <handle replaced><handle replaced><handle replaced>,question_1,,,1.0,,
अब कोरोना और मजदूरों का रंडी रोना मत रोना। ये सिर्फ और सिर्फ आपकी मक्कारी और काम चोरी है।  ,question_1,,,,0.0,
अब क्यों रोती है मिमिया रही है पहले ही कहा था पनोती राहुल को समझा डुबो दी न लुटिया कांग्रेस की अब इटली चला जाएगा तू तो बेरोजगार हो गई अब विंची की चिंकी तो तू बनने से रही अब क्या होगा तेरा खिसियानी  रोती मिमियाती बिल्ली👌👍 😅😂🇮🇳,question_1,,,,0.0,
अब तक #ScStAct नही लगाया है| लगातार जातिवाद का मुद्दा छुपाने| भटका रहे है सभी| case no- 999986026081916219 स्थिति-सुनवाई जारी आरोपियों को Arrest करने के सम्‍बन्‍ध में तिथि-28/11/2019 अन्तरिम आदेश| रिपोर्ट अप्राप्त है| जाँच के लिए समय की मांग की गई है|  ,question_1,,,,,0.0
अब तुम गाल पीटो। राहुल का पिछवाड़ा पीटो। प्रियंका का अगवाड़ा पीटो। हम रायबरेली के हैं सोनिया जमाती के कारण 0/सन्नाटा में जा रही हैं। मैं हिन्दू हूं ।गर्व से कहतीहूं। जयश्री राम।,question_1,,,1.0,,
अब यह पप्पू कश्मीरी पंडित बन गया ??  यार कश्मीरी पंडित फिरोज़ नाम कबसे रखने लगे !!!🤔 😆😆 नही वो क्या है  जब दादा  फिरोज़ गांधी हो तो आश्चर्य होता है खेर यह गधा है कुछ भी बन जाता है। कभी हिजड़ो के सम्मेलन में मत पहोंच जाना भैया  क्या पता बोल दे कि में भी हिजड़ा हु 😆😆,question_1,,,1.0,,
अबे <handle replaced>(रंडी) तेरी क्यों नीचे से जल रही है मोदी और शाह आये नही क्या रात को बेहूदा औरत औरत के नाम पे धब्बा बिकाऊ रंडी,question_1,,,1.0,,
अबे काले कवै ये तुझ पर बेस्ट रहेगा। एक पनौती तो कम होगी।,question_1,,,,,1.0
"अबे जाहिल त्रासदी और आंदोलन में फर्क होता है । पूरा खानदान का ही डीएनए गड़बड़ हो तो ऐसी चूतिया  औलाद पैदा होती है । इटली में रण्डी का मज़ा ले , क्यों पड़ता है राजनीति में । पहले  पिछवाड़ा लाल कर ,जिस बक्चोद ने मेसेज लिखा  है",question_1,,,1.0,,
अबे तू कैसा प्रधानमंत्री है भोसडीके के जो पीठ पीछे पढ़ रहा है और सुन भी रहा है लेकिन सामने नहीं आता।,question_1,,,,0.0,
"अबे भंगी,अबे चमार, ओए चमारी के, ओए चामर,महार, मुल्ले,अबे कटुए,आदि, जैसे बहुत से गंदे, घृणा वाले और असंवैधानिक शब्द जिनका मैं कतई भी समर्थन नहीं करता पर इन्हें कोई भी आता है कहीं भी किसी भी जगह बस खेल सा बना रखा है लोगों ने किसी को नीचा दिखाना हो या जलील करना हो बस इनके दिमाग में",question_1,,,,,1.0
"अबे हरामी, #TahirHussain पर आरोप बीजेपी नेताओं ने नहीं, बल्कि आतंकवादी #TahirHussain के पड़ोसियों ने लगाया है, जिनके घर और बेटे को #TahirHussain ने जलाया है? <handle replaced>#हिंदुओ_को_मारना_बंद_करो #AAP_के_आतंकी #ताहिर_हुसैन #Tahir_hussain_terrorist #TahirHussainAAPkaTerrorist",question_1,,,,0.0,
अबेय ओह लोडु भोसदिका लाइव नहीं आता।गाँडू कहीं का। क्यूँ बे ? क्या इतना बुरे हैं हम? आजा लाइव 🙏 <handle replaced>,question_1,0.0,,,,
अभी अभी खबर आई है कि सुअर की औलाद पप्पू खान के पिछवाड़े से पैदा हुए MC गांड़खोले की याचिका को माननीय .... ने रंडियों के दिमाग की उपज बताते हुए वापस गांड़खोले के पिछवाड़े में डाल दिया है ..,question_1,,,,0.0,
"अभी आे देश की अखंडता को मजबूत करने में लगा है और तुम हो कि जातियों में बट रहे हो,यदि अखंड राष्ट्र की कल्पना करते हो तो दुबे तिवारी पांडेय कुशवाहा चमार पटेल यादव कई प्र कार की जातियों में ना बट कर एक हिन्दू बन कर चलो तभी अखंड राष्ट्र बन सकता है  #देश_मोदी_के_साथ",question_1,,,,,0.0
"अभी तक देश भर से 241 मंदिरों की सफाई की जिम्मेदारी #HinduEcosystem के साथी ले चुके है   ये लिस्ट बढ़ती जा रही  आप भी कल पास के किसी मंदिर में सेवा कीजिये   आज ही whatsapp करें - अपना नाम, फोन नम्बर और स्थान :   Amit Chawla - 9873705640 Mayank Pratham - 76786 72016",question_1,,,,0.0,
"अभी तो मई शुरू हुई है... #पानी #Delhi   #केजरीवाल के राज में दारू पीना आसान है,",question_1,0.0,,,,
अभी तो शुरुआत है गोस्वामी जी ये कंजर पूरी तरह से राजमाता(इटली की बार बाला) के हुक्म की तामील कर रहा है ये दिल्ली को इस्लामिक राज्य बना कर छोड़ेगा ताकि विश्व में मोदीजी की मेहनत से हमारी जो छवि बनी है उसे धूल धुसरित किया जा सके,question_1,0.0,,,,
अमन ने बनाया हामिद अंसारी का चमन    अमन चोपड़ा के सीधे सवालों से सच में डर गया अंसारी के अंदर बसा “कट्टर मुसलमान”  इंटरव्यू छोड़ कर भागे मौलाना हामिद अंसारी <handle replaced>  ,question_1,,,1.0,,
"अमित शाह को जेल पहुंचाने वाली 'राणा अय्यूब' को मिली जान से मारने की धमकी, UN की अपील- पत्रकार को सुरक्षा दे सरकार #UnitedNations #HumanRights #RanaAyyub #journalist <handle replaced> ",question_1,,,,,0.0
अमीर देशों का कचरा क्यों गरीब देश ढोने को मजबूर हैं  [Plastic from west f...   via <handle replaced>,question_1,,0.0,,,
अमीश देवगन को आज फिर पेल गया कोई  <handle replaced>जी वैसे कभी अपनी डिबेट की रिकॉर्डिंग देखना आपका पता चलेगा की आप वास्तव माई डियर फ्रेंड  B#D है ।,question_1,,,,,0.0
"अमेरिकी बार एसोसिएशन चाहिये, शरीया चाहिये या भारत का संविधान चाहिये!! थोडा खुलकर इज़हार करें! #बेशर्म",question_1,,,,0.0,
"अयं होलीमहोत्सवः भवत्कृते भवत्परिवारकृते च क्षेमस्थैर्य-आयुः-आरोग्य-ऐश्वर्य-अभिवृद्घिकारकः भवतु।।  आपको और आपके परिवार को #होली की हार्दिक शुभकामनाएं, ईश्वर से प्रार्थना है की आपके जीवन मे उल्लास बना रहे।",question_1,,0.0,,,
अरे अब इस दलाल और भडवा को कितना जलील करना  <handle replaced>,question_1,,,1.0,,
अरे चंदू भैया ये बात अपने मम्मी पापा से जरूर पूछना की बहनजी ने उनके लिए क्या किया ??   खैर तुम्हारी आवाज ही बता रही कौन बुलवा रहा ये सब... गुलामी छोड़ दे भैया अभी भी समय है ||,question_1,0.0,,,,
अरे जाहिल औरत थोरा पढ़ाई लिखाई करने स्कूल कॉलेज चली जाती तो ऐसे गँवारों जैसे बात नही करती पप्पू का मूत कम पिया कर,question_1,,,1.0,,
अरे नहीं त्रिपाठी ब्रो.. लालू जी को जेल से रिहा करवाने का मेरा कोई इरादा नहीं है!!  रिहा तो कानून के बंदी होते हैं किसी के पार्टी राजनीतिक बंदी नहीं!!   सुरक्षा व्यवस्था पर भी ध्यान देने बोलो शाह जी को.. कोई भी आएगा लाल किला पर झंडा फहरा के चल जाएगा शाह जी मुजरा देंखेंगे 😂😂,question_1,,,,,0.0
"अरे बाबा ! राम नाम की महिमा कौन बता सकता है ? अपतु यानी पतित-कामी अजामिल, भोगी गजेंद्र और गणिका भी केवल हरिनाम प्रभाव से मुक्त हो गये - राम नाम महिमा स्वयं राम जी नहीं गा सकते,   #राम_नाम_अवलम्बन_एकू",question_1,,,,0.0,
अरे भाई शर्म आती है क्या अपने कार्यकर्ताओं को अपना कहने में? बोलो हमारे बुज़दिल <handle replaced>के कार्यकर्ता अपनी थोती बहादुरी दिखाने <handle replaced>कार्यालय गए थे पर स्थानीय लोगों से उलझ गए और अपना कचरा कर लिया पिटने के बाद। क्या यार । <handle replaced>,question_1,,,,,0.0
"अरे वो कहावत है न ""धोबी का _ _ ना घर का ना घाट का"" तथाकथित ""क्रान्तिकारी"" पत्रकार महोदय की बिल्कुल यही हालत है।",question_1,,,0.0,,
अर्ज़ किया है वाह! वाह!   छुंछुंदर के सर पे चमेली का तेल भक्त जहाँ मिल जाए उसे वहीं पर पेल..!! #अमित_शाह_चुनौती_स्वीकार_है,question_1,0.0,,,,
"अर्थ - घोड़ों में वेगपूर्ण गति, बैलों में स्थिर गति, रत्नों में चमक और सुन्दरता, शासकों में क्षमा और धैर्य, गणिका एवं वरवधू मे हावभाव, व्यवहार से आकर्षित करने की क्षमता तथा गायको का मधुर स्वर से सम्पन्न होना अति आवश्यक है।",question_1,,,0.0,,
"अर्थात एक दुसरे का चरित्र हनन, पर हमाम मे तो सब नंगे हैं",question_1,,,,,0.0
"अर्नब गोस्वामी का कोई बाल भी बांका नहीं कर सकता - टकला अनुपम खेर   टकले जाके देख मुंबई पुलिस ने पेल दिया,,, 😜😜😝😝",question_1,,,,0.0,
"अलीगढ़ मुस्लिम यूनिवर्सिटी के छात्र संघ अध्यक्ष ""अली फैजुल"" ने कहा हम उस कौम से है जो अपने पर आ गए तो हिंदुस्तान को बर्बाद कर उसके टुकड़े टुकड़े कर देंगे!  फिर कहते हैं योगी जी पेल...... हैं",question_1,,,1.0,,
असम : 12 वर्षीय आदिवासी लड़की से घर के मालिक ने बलात्कार के बाद जिंदा जलाया !  <handle replaced> #JusticeForSumilaRonghangpi   ,question_1,,0.0,,,
"आँटी: बेटा कैसे हो? लड़का : हॉस्पिटल में हूं आँटी,कोरोना हुआ है  आँटी : ओह!  हमारी पहचान में एक लड़की है कोरोना पॉजिटिव, कहो तो बात चलाऊं!",question_1,0.0,,,,
आंटी आपकी शक्ल  टट्टी जैसी है तो  कम से कम बातें  तो वोमिटिंग  जैसी मत किया करो <handle replaced>,question_1,,,1.0,,
"आंटी।,,,,  सवाल का जवाब दो। ये बोलो,  कपिल मिश्रा की हैट स्पीच थी की नही थी।  पुलिस दंगाई क्यो हो गयी थी।  पुलिस commisnerने action क्यो नही लिया?  अमित शाह ने क्यो commisner को नही suspend किया।  कौन ये इन 54 मौत का ज़िम्मेदार???  भागिये मत।।।  अंकित और रतनलाल बस ये ही मारे गये?",question_1,,,,,0.0
"आइडी सस्पेंड होने के बाद ट्वीटरिया लोग एक्सट्रा दिहाड़ी करते है, दिन मे 10 से 20 ट्वीट करते हैं, 50 से 60 Rt पेल देते, पता नही इस 👉 in logo <handle replaced><handle replaced><handle replaced><handle replaced> <handle replaced><handle replaced><handle replaced><handle replaced>खू*न कब खौलेगा 😂😂",question_1,,,,0.0,
आखिर <handle replaced>का अकाउंट बंद क्यों ?   अंकुर आर्य ने हमेशा सत्य और तर्क कर आधार पर अपनी बात रखी है   #RestoreAchAnkurArya  #RestoreAchAnkurArya,question_1,0.0,,,,
आखिर क्या???  दामाद करे तो वाह वाह  बेटा करे तो जोरु का गुलाम कैसे.....???  <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced>,question_1,,,,,0.0
"आज एक नया तजुर्बा हुआ,कोरोना वायरस का सर्वे मुस्लिम कुरैशी(कसाई) मोहल्ले में करने का। जाने क्यूं उनमें एक अविश्वास और मोदीजी से नफ़रत की भावना भरी हुई है। काफी पिछड़ापन भी लगा।हाँ कुछ लोग अच्छे भी थे।",question_1,,,,,1.0
आज एक भक्त मिला ... मैने कहा- मोदी हटाओ देश बचाओ  भक्त बुरा मान गया- यार पंद्राह लाख ले लेन दे बीबी की डिमान्ड बहुत है.! #India_With_Shaheenbagh  <handle replaced><handle replaced><handle replaced>,question_1,0.0,,,,
"आज कल मिडिया गोदी के दरवार में मुजरा ही कर रही हैं,, पत्रिका के नाम पे नफ़रत फैलाएं जा रही है, रुबिका मुजरा वाली आंटी #मैं_भी_Zoya  <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced><handle replaced>",question_1,,,,,1.0
आज का इस देश मे फेमिनिज्म सिर्फ हिन्दुओं की आस्था के खिलाफ जगता है....!! अब ये तृप्ति देसाई सबरीमाला जाने की जिद कर रही है....!! इनका फेमिनिज्म किसी विशेष समुदाय कि कुरीतियों के लिए नही जगता है....!!  अति ही अंत का सूचक है...!!,question_1,1.0,,,,
"आज देश में मौत का तांडव मचा हुआ है देश का हेल्थ सिस्टम एक दम बुरादा बन गया है ना ऑक्सीजन, ना दवाई , ना हॉस्पिटल और ना कोई जवाबदेही न्यूज चैनल वाले अपना सिस्टम का रण्डी रोना रो रहे है मंत्री संतरी लाश गाड़ी का उद्धघाटन कर रहे है",question_1,,,,0.0,
आज बनियाडीह चौराहे पे नेतवर के कुछ कसाई लोग भीड़ लगा के मीट बेच रहे थे पहले इन लोगो पर कुछ कारवाही होना जरूरी है और पुलिस प्रशासन एक दम चुप्पी साधी हुई है कोरोना वायरस भीड़ से ही फैलता है अब इन्हें कौन बताएगा डीएम साहब और सीएम साहब के कहने के बाद भी ये लोग ऐसा कर रहे हैं,question_1,,,,0.0,
"आज मेरे लिफ्टमैन ने नौकरी छोड़ दी, कह रहा था कि एक पागल औरत उससे हमेशा ऊट पटांग सवाल पूछ कर परेशान करती है",question_1,,,1.0,,
"आज रात 8 बजे शायद इस उपलब्धि के बारे में देश को बताया जायेगा .. 🙂,   एक बार फिर थाली या फिर 56 इंच का सीना पीटने के लिए तैयार रहिएगा 🙏.  अंधभक्तों को बधाई।    #Corona",question_1,,,,,0.0
"आज से 1400 सौ साल पहले ही पैगंबर मोहम्मद साहब ने हजरत बिलाल हब्शी रजि. को गले लगाकर दूनिया से काले,गोरे का झगड़ा मिटा दिया।  आज दूनिया को पैगंबर साहब के तालीमात पर चलने की जरूरत है सारे काले,गोरे के झगड़े खत्म हो जाएंगे.. #BlackLivesMatter <handle replaced><handle replaced><handle replaced>",question_1,,,,,0.0
आज ही के दिन देश बचाने की नींव रखी गई थी जो अब धीरे-धीरे टूट रहा है और कुछ आतंकवादी संगठन इस पर हावी हो रहे हैं कांग्रेस स्थापना दिवस की हार्दिक शुभकामनाएं #CongressFoundationDay,question_1,,0.0,,,
आज हैदराबाद का सुवर चुप है  आज नही बोल रहा मुसलमान डरा हुआ है  #भड़वा_ओवेशी #बलात्कारी_मोहम्मद_निकला #मोहम्मद_बलात्कारी #मोहम्मद_बलात्कारी_है  #RIPHumanity #RIPPriyanakaReddy #RipPriyanka  #RIPPriyanakaReddy #RIPPriyanakaReddy #JusticeForPriyanka,question_1,,,1.0,,
आजकल दिल्ली भाजपा का अध्यक्ष मनोज बीमारी रिंकिया के पापा नजर नही आ रहे है कंही कोरोना पीड़ित तो नही है ।लगता है श्री हनुमानजी ने चुनाव में हुई बत्तमीज जी के कारण लॉक कर दिया 😊😊,question_1,,0.0,,,
आजाद भारत की पहली नारी। #KanganaRanaut,question_1,,,,,0.0
"आजादी के बाद से ही आदिवासीयो को अपनी मूल पहचान से अलग किया जा रहा है। इसे वनवासी, जंगली, वनबंधु के साथ संविधान मे भी षडयंत्र के साथ आदिवासी समुदाय को ""अनुसूचित जनजाति "" कहा गया है। #आदिवासी_है_हम_वनवासी_नहीं  <handle replaced><handle replaced><handle replaced><handle replaced><handle replaced>",question_1,,,0.0,,
"आतंकवादियों कृपया सड़कों पर आइए सच्चे व शुद्ध भारतीयों को ""स्वच्छ भारत अभियान"" देखना है। सारा कचरा साफ हो जाएगा। जहां भी कचरा दिखें साफ करने का आदेश है। खास बात ये कि इस सफाई अभियान में ""झाड़ू"" किसी काम का नहीं है। क्यूं की ""झाड़ू"" से ही कचरा फैला है।  ",question_1,,,1.0,,
आदरणीय अनुराग जी बंद करो बंद करो खुले में हगना बंद करो,question_1,,,,,0.0
आदरणीय रागीनिजी पिट्ठू तो नहीं है ये पिट्ठू तो पीछे पीछे चलता है ये तो सही में दलाल ही है,question_1,0.0,,,,
आप अपनी चिंता करो  क्योंकि बहुत जल्दी आपका पिछवाड़ा रॉकेट बन जायेगा।,question_1,,,,0.0,
आप कही राष्ट्र की पनोती मंदबुद्धि बच्चे की तो बात नही कर रही हैं...,question_1,,,1.0,,
आप भी क्या बात करते हो रोज पीटने के लिए टीवी पर आ जाता है बेशर्मओ की तरह उसको किस बात की शर्मिंदगी होगी दीपक जी ? बंदा जोरू का गुलाम है ना खुद की हैसियत है ना पहचान गलत कहा भाई <handle replaced>?,question_1,,,,,0.0
"आप में से किसी के पास इसका जवाब हो तो जरूर बताइएगा..  इंदिरा गांधी और राजीव गाँधी के हत्यारों को सोनिया गाँधी, राहुल गांधी, प्रियंका गांधी आदि सभी कोंग्रेसियों ने भुला दिया  लेकिन गाँधी को मारने वाले को ये लोग आज भी याद करते है.. क्यों ??  राजनीति बड़ी कुत्ती चीज है। 🙏🚩🚩🙏",question_1,0.0,,,,
आप लोगो कि ट्विटर मे किसी वकील से पहचान है क्या ?,question_1,,0.0,,0.0,
आप सिर्फ तब तक बदसूरत हैं जब तक आप ग़रीब हैं!!,question_1,0.0,,,,
"आपको ये जानकारी देना बहुत आवश्यक है।  जो CAA का विरोध हो रहा है क्यों हो रहा है? इस विरोध से जन्नत के रास्ते खुलते है।🤔 खोंग्रेस,भांड मीडिया, आमपंथी, अतंकिस्तान सब लोग बस यही चाहते है कि मोदी चला जाये। क्योंकि इनकी दुकाने बंद हो गई, ताला लग गया है 30 सेक्युलरिज़्म की दुकानों को।",question_1,,,,0.0,
आपने चंडाल चौकड़ी सुना होगा पर ये दुकड़ी उनको भी मात करती है। #FF to <handle replaced>and <handle replaced>,question_1,,,1.0,,1.0
आपने सही कहा हो गए मजदूरों की जीत😅🤣,question_1,,,,,1.0
आम कैसे खाते हैं चूस कर या चाकू से काट कर <handle replaced>,question_1,,0.0,,,
आया बड़ा ज्ञानी चू ती या ...चूस RJD+Cong+Left और मेरा 🤣🤣🤣 <handle replaced>,question_1,,,,0.0,
आरक्षण से द्वेष रखने वाले उच्ची जाति को आरक्षण का मूल स्वरूप समझना चाहिए। जब वर्ण की स्थापना हुई तब शूद्रों के साथ दुर्व्यवहार से लेकर छुआछूत तक सब हुआ लेकिन तब सभी लोग चुपचाप इसका पालन करना करते रहे। आज का युवा वर्ग बिना सोचे समझे आरक्षण पर सवाल उठाता है और,question_1,,,0.0,,
आसिम आंटी,question_1,,,1.0,,
इंग्लिश स्पीकिंग ग्लोरीफाइड हिजड़ा।,question_1,,,,0.0,
इंदौर में किन्नर ने पुलिस थाने में किया  इसलिए हंगामा ...   #indore  #socialmedia  #police,question_1,,,,,0.0
"इंसान..   उतना भी खूबसूरत  नहीं होता जितना DP पर होता है,  और..बेचारा   उतना भी बदसूरत नहीं होता, जितना आधार कार्ड में होता है..😛",question_1,,,,0.0,
"इच्छा मृत्यु का वरदान चाहता है रण्डी राम, चापलूस, सहायक और कुतिया समेत पोटली पर सन्नाटा समय में, भुगतान के साथ।",question_1,,,,,0.0
इतना ज्ञान पेल रहे हो जब कहाँ थे जब जमात के लोगों ने कोरोना का बम्ब फोड़ा था। तब मुँह में दही जम गया था क्या,question_1,,,,,0.0
इतनी बदसूरत हो...एक्टिंग भी कोई खास नहीं है। लेकिन नेपोटिज्म वाले प्रोड्यूसर व डायरेक्टरों के बल ( चापलूसी ) से छोटे मोटे रोल भी मिल रहे हैं... ये भी मामला गड़बड़ ही है।,question_1,,1.0,,,
इतिहास के पन्ने पलट कर बताइए कि जब गोधरा ट्रेन जली तो सोनिया गांधी या “कांग्रेस” का कौन सा प्रतिनिधि मंडल जली बोगी को देखने गया था?😡  #CongressKilledJudiciary,question_1,,,0.0,,
"इतिहास गवाह है, कि पंजाब से जो भी भिड़ा, वो फिर कभी किसी से भिड़ने के लायक नहीं रहा!! 🙏",question_1,,,,0.0,
इन गुंडो पर कार्यवाही करे जहां का भी ये वीडियो। इन नामर्दों को हिजडा बनाकर छोड दो मरने के लिए।,question_1,,,1.0,,
"इन जिहादियो ने कभी मदरसे मे तिरंगा नही फहराया, राष्ट्रीय गान पर कभी खड़े नही हुए लेकिन अपने नाम के आगे फिलिस्तीन का झंडा ऐसे लगाए है जैसे इनका सारा खर्चा पानी फिलिस्तीन से ही आ रहा हो 🙂",question_1,,,,,1.0
इन जैसे रंड़ी को किसी आजादी दी bollywood मे और हमारे धर्म खिलाफ बोलने की,question_1,,1.0,,,
"इन नचनियो ने   3  साल पहले मोदी सरकार द्वारा अश्लील साइटों को बैन करने के फैसले पर उसे कला और अभिव्यक्ति की आजादी पर हमला  बताया और बुक्का फाड फाड कर रोयें, ये इसलिए बता रहें क्योंकि भांड मीडिया ये आपको कभी नही बतायेगा ,#Hinduphobic_Bollywood",question_1,,,1.0,,
"इन निकम्मो  के बस का नहीं, ये कुछ नहीं करेंगे , देखती रहो। मुसलमानो का पिछवाड़ा चाटने मय व्यस्त है, चाट ते रहेंगे । क़ानून मंत्री बकवास करता है, प्रधान सेवक चुप रहता है और गृह मंत्री भी चुप रहता है। धृतराष्ट्र बने बैठे है जो सरकार है।",question_1,,,1.0,,
इन मादरचोद नक्सलियों को खत्म क्यू नहीं कर देती सरकार ऐसे कितने जवान शहीद होगी 😓😓,question_1,,,,0.0,
इन से ज्यादा वोट तो हमारे गांव का सुल्ली ही ले आता फिर इनको काहे बार बार टीवी पर दिखाते है  ,question_1,,0.0,,,
"इन हसीनों से अच्छे तो कसाई होते हैं,  दिल लेने जाओ तो कलेजा भी देते हैं  🙏😭",question_1,,,,,0.0
"इमारत ए शरिया ने बढ़ाई नीतीश की मुश्किलें, CAA के विरोध में मानव श्रृंखला का कर दिया एलान  ",question_1,,,,0.0,
इस आपदा में सभी राहत कार्य की चिंता कर रहे हैं ओर ये भांड tv पर नो टँकी कर रहा है #केजरीवाल_खूनी_है,question_1,0.0,,,,
इस जाहिल औरत को किसीसे कुछ लेना देना नही है सिर्फ पब्लिसिटी के लिए ये सब करना है पर याद रखना तुम जैसी की देश मे कभी इज्जत नही होगी  #ArrestSwaraBhaskar,question_1,,,1.0,,
इस दुनिया में कोई पक्ष की बात करेगा तो कोई विपक्ष की बात करेगा l  यंहा सिर्फ हम ही है जो सिर्फ आपकी बात करेंगे l,question_1,,0.0,,,
इस दोगली कमीनी हरामज़ादी के साथ इससे भी बुरा होना चाहिए। लाठी से धुलाई चाहिए मोटी की। 😡,question_1,,1.0,,,
इस बार कौन आयेगा औरंगजेब या रज़िया सुल्तान?? रज़िया सुल्तान हुई तो एक हब्शी भी आना चाहिए? 😜😜🤪🤪😂😂😂😂,question_1,,,,,1.0
इस भेंन के लोडे को 15 करोड़ मिलेंगे आईपीएल में :|  <handle replaced> गुड़ डिसिशन,question_1,,,1.0,,
इस संघी भङवे ओर आश्रम की ओलादो को अक्ल नही है  साले जब चाहे मुंह से पोटी करके चले जाते है ओर बाद मे बीजेपी वाले इस टट्टी को साफ करने आ जाते है #SuspendAnujBajpai,question_1,,,0.0,,
"इस हिन्दू बहुसंख्यक देश में इन लोगों को कितनी भी इज्ज़त दे दो,बात जब देश/संविधान/कानून की आती है तो इन लोगों अपना धर्म,शरिया,समाज पहले आ जाता है।पहले भी संविधानिक पदों पर बैठ चुके लोग भी संसद से पास बिल पर ऊगली उठा रहे।इनके लोगों के लिए देश से ज्यादा वह अवैध मुस्लिम घुसपेठिये है।",question_1,,,,,0.0
